rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,resampled_sampling_rate,resampled_filename,resampled_channels
4,no,amtspa,2 (stereo),12/24/2012,Not specified,24,XC115430.mp3,Not specified,American Tree Sparrow,Not specified,XC115430 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Dordt College Prairie, Sioux, Iowa",43.0802,48000 (Hz),call,440 m,Soft calls from wintering birds foraging in restored prairie habitat.,128000 (bps),mp3,Not specified,,115430,https://www.xeno-canto.org/115430,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-96.1643,Not specified,11:30,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC115430.wav,1 (mono)
2.5,no,amtspa,2 (stereo),12/26/2012,Not specified,46,XC115594.mp3,Not specified,American Tree Sparrow,Not specified,XC115594 American Tree Sparrow (Spizelloides arborea),['Junco hyemalis_Dark-eyed Junco'],yes,Spizelloides arborea," Dordt College Prairie, Sioux, Iowa",43.0802,48000 (Hz),call,440 m,Flock calls from a wintering flock of 30-40 birds in restored prairie,128000 (bps),mp3,Not specified,Dark-eyed Junco (Junco hyemalis),115594,https://www.xeno-canto.org/115594,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-96.1643,Not specified,11:18,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC115594.wav,1 (mono)
4,no,amtspa,1 (mono),06-02-2012,level,3,XC119593.mp3,level,American Tree Sparrow,20-Jul,XC119593 American Tree Sparrow (Spizelloides arborea),[],no,Spizelloides arborea," Fourth-of-July Creek, Denali National Preserve, Alaska",62.3487,44100 (Hz),song,1000 m,"A rarely observed species at this sampling location.

(This song seems more similar to those from western Alaska than those of the interior.  For comparison, contrast XC139595 - recorded near Nome - with XC139595, recorded in the central Alaska Range.)",128000 (bps),mp3,level,,119593,https://www.xeno-canto.org/119593,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-152.4497,0-3(s),12:00,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC119593.wav,1 (mono)
4.5,no,amtspa,1 (mono),02-03-2013,Not specified,125,XC121042.mp3,Not specified,American Tree Sparrow,Not specified,XC121042 American Tree Sparrow (Spizelloides arborea),"['Sitta carolinensis_White-breasted Nuthatch', 'Corvus brachyrhynchos_American Crow', 'Poecile atricapillus_Black-capped Chickadee']",yes,Spizelloides arborea," Richardson Nature Center, Hennepin, Minnesota",44.8432,44100 (Hz),call,280 m,a couple different call types from a small flock of approximately 5 sparrows in a thicket alongside restored prairie area.  Presumably they were responding to my presence.  Recording from 5-10m.,192000 (bps),mp3,Not specified,White-breasted Nuthatch (Sitta carolinensis); American Crow (Corvus brachyrhynchos); Black-capped Chickadee (Poecile atricapillus),121042,https://www.xeno-canto.org/121042,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-93.3698,Not specified,07:30,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC121042.wav,1 (mono)
3.5,no,amtspa,1 (mono),3/31/2013,Not specified,604,XC127999.mp3,Not specified,American Tree Sparrow,Not specified,XC127999 American Tree Sparrow (Spizelloides arborea),"['Cardinalis cardinalis_Northern Cardinal', 'Aix sponsa_Wood Duck', 'Turdus migratorius_American Robin', 'Poecile atricapillus_Black-capped Chickadee', 'Melospiza melodia_Song Sparrow', 'Anas platyrhynchos_Mallard', 'Branta canadensis_Canada Goose']",yes,Spizelloides arborea," Richardson Nature Center, Hennepin, Minnesota",44.8432,48000 (Hz),"call, song",280 m,"Songs and calls from a wintering flock of 20-30 in a patch of scrub in oak savanna. This recording is comprised of several segments with slight breaks between them.  Most of the time, the birds were calling, singing, and chasing eachother around the bushes.  Occasionally small groups would make forays out into the grasses to forage, and then return.

At approximately 8:36, a Northern Shrike appears. There's an alarm call from one of the sparrows and they all stop singing and dive into the thickest part of the scrub.  Chickadees start scolding. There is some thrashing of wings as the shrike chases the birds (unsuccessfully) through the bushes, and all of the birds scatter.

Recorded from about 10m. Windy, cold, and overcast.  Filtered low frequencies slightly for wind, traffic, and airplane noise. Recorded with Olympus LS-10S and homemade parabolic reflector.",128000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Wood Duck (Aix sponsa); American Robin (Turdus migratorius); Black-capped Chickadee (Poecile atricapillus); Song Sparrow (Melospiza melodia); Mallard (Anas platyrhynchos); Canada Goose (Branta canadensis),127999,https://www.xeno-canto.org/127999,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-93.3698,Not specified,07:00,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC127999.wav,1 (mono)
4.5,no,amtspa,1 (mono),3/31/2013,Not specified,111,XC128001.mp3,Not specified,American Tree Sparrow,Not specified,XC128001 American Tree Sparrow (Spizelloides arborea),"['Cardinalis cardinalis_Northern Cardinal', 'Poecile atricapillus_Black-capped Chickadee']",yes,Spizelloides arborea," Richardson Nature Center, Hennepin, Minnesota",44.8432,44100 (Hz),song,280 m,"In this track, most of the birds from the flock in XC127999 are out foraging in the grasses.  Only a few birds are left behind and singing in the bushes, so it's possible to focus on just a single song at a time. Windy, cold, and overcast.

Filtered low frequencies slightly for wind, traffic, and airplane noise. Recorded with Olympus LS-10S and homemade parabolic reflector.",192000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Black-capped Chickadee (Poecile atricapillus),128001,https://www.xeno-canto.org/128001,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-93.3698,Not specified,07:00,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC128001.wav,1 (mono)
3.5,no,amtspa,1 (mono),3/31/2013,Not specified,186,XC128002.mp3,Not specified,American Tree Sparrow,Not specified,XC128002 American Tree Sparrow (Spizelloides arborea),['Cardinalis cardinalis_Northern Cardinal'],yes,Spizelloides arborea," Richardson Nature Center, Hennepin, Minnesota",44.8432,48000 (Hz),"call, song",280 m,"More songs and calls from the same flock as XC127999, regrouping after the shrike attack.  Windy, cold, and overcast.

Filtered low frequencies slightly for wind, traffic, and airplane noise. Recorded with Olympus LS-10S and homemade parabolic reflector.",192000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis),128002,https://www.xeno-canto.org/128002,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-93.3698,Not specified,07:15,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC128002.wav,1 (mono)
2,no,amtspa,2 (stereo),02-04-2013,level,40,XC128099.mp3,level,American Tree Sparrow,03-Jan,XC128099 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Croton Point Park, Croton, New York",41.1815,44100 (Hz),"flight call, flock call",? m,,128000 (bps),mp3,level,,128099,https://www.xeno-canto.org/128099,United States,Daniel Parker,Spizelloides arborea_American Tree Sparrow,-73.8947,0-3(s),16:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC128099.wav,1 (mono)
2.5,no,amtspa,2 (stereo),04-03-2013,Not specified,15,XC128705.mp3,Not specified,American Tree Sparrow,Not specified,XC128705 American Tree Sparrow (Spizelloides arborea),"[""Zonotrichia querula_Harris's Sparrow"", 'Agelaius phoeniceus_Red-winged Blackbird']",no,Spizelloides arborea," DeSoto National Wildlife Refuge, Harrison, Iowa",41.5359,48000 (Hz),song,300 m,"Singing from relatively dense (but still leafless) scrub along refuge roadway.  Unseen bird, ID courtesy of Nathan Pieplow and Dan Lane in the forum.  Harris's Sparrow was also present nearby.",192000 (bps),mp3,Not specified,Harris's Sparrow (Zonotrichia querula); Red-winged Blackbird (Agelaius phoeniceus),128705,https://www.xeno-canto.org/128705,United States,Jonathon Jongsma,Spizelloides arborea_American Tree Sparrow,-96.0339,Not specified,11:09,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 3.0,32000,XC128705.wav,1 (mono)
5,no,amtspa,2 (stereo),4/27/2013,both,92,XC131951.mp3,accelerating,American Tree Sparrow,20-Jul,XC131951 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Réserve nationale de faune du cap Tourmente, La Côte-de-Beaupré, Québec",47.069,44100 (Hz),song,0 m,Two adults singing from treetops.,128000 (bps),mp3,level,,131951,https://www.xeno-canto.org/131951,Canada,Martin St-Michel,Spizelloides arborea_American Tree Sparrow,-70.7935,3-6(s),08:46,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC131951.wav,1 (mono)
5,no,amtspa,2 (stereo),1/27/2013,Not specified,159,XC138069.mp3,Not specified,American Tree Sparrow,Not specified,XC138069 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Huntingdon Valley, PA",40.1226,44100 (Hz),"flight call, perched bird",50 m,,128000 (bps),mp3,Not specified,,138069,https://www.xeno-canto.org/138069,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0635,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC138069.wav,1 (mono)
5,no,amtspa,1 (mono),06-04-2013,Not specified,29,XC139595.mp3,Not specified,American Tree Sparrow,Not specified,XC139595 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Salmon Lake, Nome Census Area, Alaska",64.9161,48000 (Hz),song,140 m,natural vocalization; song from a bird perched on top of a 2m high willow in a dense willow-alder thicket near the edge of a lake.,320000 (bps),mp3,Not specified,,139595,https://www.xeno-canto.org/139595,United States,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-164.964,Not specified,13:30,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC139595.wav,1 (mono)
3.5,no,amtspa,2 (stereo),03-10-2013,Not specified,86,XC142069.mp3,Not specified,American Tree Sparrow,Not specified,XC142069 American Tree Sparrow (Spizelloides arborea),"['Branta canadensis_Canada Goose', 'Agelaius phoeniceus_Red-winged Blackbird', 'Spizella pusilla_Field Sparrow']",yes,Spizelloides arborea," Lower Moreland (near Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),flock calls,40 m,,128000 (bps),mp3,Not specified,Canada Goose (Branta canadensis); Red-winged Blackbird (Agelaius phoeniceus); Field Sparrow (Spizella pusilla),142069,https://www.xeno-canto.org/142069,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,07:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC142069.wav,1 (mono)
5,no,amtspa,2 (stereo),12-04-2013,Not specified,13,XC156643.mp3,Not specified,American Tree Sparrow,Not specified,XC156643 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Marlborough (near  Green Lane), Montgomery, Pennsylvania",40.349,44100 (Hz),call,110 m,,128000 (bps),mp3,Not specified,,156643,https://www.xeno-canto.org/156643,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.4336,Not specified,09:50,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC156643.wav,1 (mono)
4,no,amtspa,1 (mono),07-04-2010,Not specified,6,XC157628.mp3,Not specified,American Tree Sparrow,Not specified,XC157628 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Nadahini River, Haines Road, British Columbia",59.792,44100 (Hz),call,900 m,"""tink"" calls from agitated adult.",128000 (bps),mp3,Not specified,,157628,https://www.xeno-canto.org/157628,Canada,Ian Cruickshank,Spizelloides arborea_American Tree Sparrow,-136.576,Not specified,14:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157628.wav,1 (mono)
4,no,amtspa,2 (stereo),12-08-2013,Not specified,125,XC157759.mp3,Not specified,American Tree Sparrow,Not specified,XC157759 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),flock calls,40 m,,128000 (bps),mp3,Not specified,,157759,https://www.xeno-canto.org/157759,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.0627,Not specified,09:40,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157759.wav,1 (mono)
3.5,no,amtspa,1 (mono),6/21/2012,both,44,XC157777.mp3,level,American Tree Sparrow,20-Jul,XC157777 American Tree Sparrow (Spizelloides arborea),['Zonotrichia leucophrys_White-crowned Sparrow'],no,Spizelloides arborea," Polychrome Mountain - Station 2, AK",63.5282,44100 (Hz),song,1072 m,In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub.  Ground cover was mainly sedges and grasses.  Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.),128000 (bps),mp3,level,White-crowned Sparrow (Zonotrichia leucophrys),157777,https://www.xeno-canto.org/157777,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.8789,0-3(s),11:44,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157777.wav,1 (mono)
4,no,amtspa,1 (mono),6/23/2012,both,15,XC157778.mp3,level,American Tree Sparrow,20-Jul,XC157778 American Tree Sparrow (Spizelloides arborea),[],no,Spizelloides arborea," Polychrome Mountain - Station 2, AK",63.5282,44100 (Hz),song,1072 m,In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub.  Ground cover was mainly sedges and grasses.  Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.),128000 (bps),mp3,level,,157778,https://www.xeno-canto.org/157778,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.8789,0-3(s),11:17,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157778.wav,1 (mono)
4.5,no,amtspa,1 (mono),6/23/2012,both,16,XC157779.mp3,level,American Tree Sparrow,20-Jul,XC157779 American Tree Sparrow (Spizelloides arborea),['Zonotrichia leucophrys_White-crowned Sparrow'],no,Spizelloides arborea," Polychrome Mountain - Station 2, AK",63.5282,44100 (Hz),song,1072 m,"An uncommon ""doubled"" song, only detected once during a two week sampling period.

In an open thicket of relatively tall (1.5 m) felt-leaf Salix and compact (0.3 m tall) Potentilla shrub.  Ground cover was mainly sedges and grasses.  Site was at the base of Polychrome Mountain and about 100 meters east of a tributary stream of the Toklat River (about 500-700 meters distant.)",128000 (bps),mp3,level,White-crowned Sparrow (Zonotrichia leucophrys),157779,https://www.xeno-canto.org/157779,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.8789,0-3(s),11:17,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157779.wav,1 (mono)
5,no,amtspa,1 (mono),6/30/2011,both,14,XC157888.mp3,level,American Tree Sparrow,20-Jul,XC157888 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Upper Savage River, AK",63.6108,48000 (Hz),song,1000 m,"Subalpine habitat with dense, 1 - 1.5 meter tall Salix and mossy/herbaceous floor.  Less than 15 meters from the Savage River.",128000 (bps),mp3,level,,157888,https://www.xeno-canto.org/157888,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.2307,0-3(s),06:16,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC157888.wav,1 (mono)
0.5,,amtspa,1 (mono),2/23/2007,level,25,XC16891.mp3,level,American Tree Sparrow,03-Jan,XC16891 American Tree Sparrow (Spizelloides arborea),['Turdus migratorius_American Robin'],,Spizelloides arborea," Michigan, Island Lake SRA",42.5053,44100 (Hz),Single calls,270 m,,102358 (bps),mp3,level,American Robin (Turdus migratorius),16891,https://www.xeno-canto.org/16891,United States,Allen T. Chartier,Spizelloides arborea_American Tree Sparrow,-83.7089,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC16891.wav,1 (mono)
2.5,,amtspa,1 (mono),2/23/2007,level,29,XC16892.mp3,level,American Tree Sparrow,06-Apr,XC16892 American Tree Sparrow (Spizelloides arborea),['Turdus migratorius_American Robin'],,Spizelloides arborea," Michigan, Island Lake SRA",42.5053,44100 (Hz),Flock calls,270 m,"First one bird calling, then two",103237 (bps),mp3,level,American Robin (Turdus migratorius),16892,https://www.xeno-canto.org/16892,United States,Allen T. Chartier,Spizelloides arborea_American Tree Sparrow,-83.7089,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC16892.wav,1 (mono)
3,,amtspa,1 (mono),2/21/2007,both,32,XC16893.mp3,level,American Tree Sparrow,03-Jan,XC16893 American Tree Sparrow (Spizelloides arborea),[],,Spizelloides arborea," Michigan, Metro Beach Metropark",42.5759,44100 (Hz),Flock calls,175 m,Several birds; partial song at 15s,103281 (bps),mp3,level,,16893,https://www.xeno-canto.org/16893,United States,Allen T. Chartier,Spizelloides arborea_American Tree Sparrow,-82.8087,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC16893.wav,1 (mono)
4,no,amtspa,2 (stereo),03-05-2014,Not specified,36,XC168958.mp3,Not specified,American Tree Sparrow,Not specified,XC168958 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Philadelphia, PA",39.9523,44100 (Hz),plastic song,10 m,,128000 (bps),mp3,Not specified,,168958,https://www.xeno-canto.org/168958,United States,Paul Driver,Spizelloides arborea_American Tree Sparrow,-75.1638,Not specified,02:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC168958.wav,1 (mono)
2.5,,amtspa,1 (mono),3/23/2007,both,22,XC16908.mp3,both,American Tree Sparrow,20-Jul,XC16908 American Tree Sparrow (Spizelloides arborea),"['Agelaius phoeniceus_Red-winged Blackbird', 'Cardinalis cardinalis_Northern Cardinal', 'Turdus migratorius_American Robin', 'Melanerpes carolinus_Red-bellied Woodpecker', 'Dryobates pubescens_Downy Woodpecker']",,Spizelloides arborea," Michigan, Oakwoods Metropark",42.1059,44100 (Hz),Song,185 m,Songs interspersed with calls,106684 (bps),mp3,increasing,Red-winged Blackbird (Agelaius phoeniceus); Northern Cardinal (Cardinalis cardinalis); American Robin (Turdus migratorius); Red-bellied Woodpecker (Melanerpes carolinus); Downy Woodpecker (Dryobates pubescens),16908,https://www.xeno-canto.org/16908,United States,Allen T. Chartier,Spizelloides arborea_American Tree Sparrow,-83.3164,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,32000,XC16908.wav,1 (mono)
2.5,no,amtspa,2 (stereo),03-09-2014,level,26,XC169443.mp3,level,American Tree Sparrow,03-Jan,XC169443 American Tree Sparrow (Spizelloides arborea),"['Baeolophus bicolor_Tufted Titmouse', 'Sitta carolinensis_White-breasted Nuthatch', 'Melanerpes carolinus_Red-bellied Woodpecker']",no,Spizelloides arborea," Croton Point Park, Croton, New York",Not specified,44100 (Hz),flight call,? m,,128000 (bps),mp3,level,Tufted Titmouse (Baeolophus bicolor); White-breasted Nuthatch (Sitta carolinensis); Red-bellied Woodpecker (Melanerpes carolinus),169443,https://www.xeno-canto.org/169443,United States,Daniel Parker,Spizelloides arborea_American Tree Sparrow,Not specified,0-3(s),14:20,Daniel Parker,Creative Commons Attribution-ShareAlike 4.0,32000,XC169443.wav,1 (mono)
4,no,amtspa,1 (mono),6/18/2013,Not specified,28,XC177225.mp3,Not specified,American Tree Sparrow,Not specified,XC177225 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Mile 13 ridge, Denali Highway, Valdez-Cordova Borough, Alaska",63.0484,48000 (Hz),call,1100 m,calls from a single bird in response to pishing.  While calling the bird was perched low and hidden in a row of short roadside willows bordering dry tundra.,320000 (bps),mp3,Not specified,,177225,https://www.xeno-canto.org/177225,United States,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-145.7884,Not specified,19:00,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC177225.wav,1 (mono)
4.5,no,amtspa,1 (mono),6/19/2013,Not specified,180,XC177226.mp3,Not specified,American Tree Sparrow,Not specified,XC177226 American Tree Sparrow (Spizelloides arborea),"[""Cardellina pusilla_Wilson's Warbler""]",yes,Spizelloides arborea," Mile 13 ridge, Denali Highway, Valdez-Cordova Borough, Alaska",63.0484,48000 (Hz),song,1100 m,natural vocalization; songs from a bird perched on top of some short willow at the edge of dry tundra.,320000 (bps),mp3,Not specified,Wilson's Warbler (Cardellina pusilla),177226,https://www.xeno-canto.org/177226,United States,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-145.7884,Not specified,06:40,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC177226.wav,1 (mono)
3.5,no,amtspa,1 (mono),06-02-2012,Not specified,43,XC177477.mp3,Not specified,American Tree Sparrow,Not specified,XC177477 American Tree Sparrow (Spizelloides arborea),"['Passerella iliaca_Fox Sparrow', 'Zonotrichia leucophrys_White-crowned Sparrow']",no,Spizelloides arborea," Hogan Creek - Station 3, Denali National Park, AK",63.7233,44100 (Hz),song,888 m,"An area of dwarf birch, ericaceous shrubs, and lichen above Hogan Creek - a small, fast moving stream bordered by ~2 m willow shrubs and spruce.  This site was approximately 450 m from the creek at the very closest.",128000 (bps),mp3,Not specified,Red Fox Sparrow (Passerella iliaca); White-crowned Sparrow (Zonotrichia leucophrys),177477,https://www.xeno-canto.org/177477,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.4086,Not specified,05:47,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC177477.wav,1 (mono)
3.5,no,amtspa,1 (mono),06-05-2012,Not specified,70,XC177480.mp3,Not specified,American Tree Sparrow,Not specified,XC177480 American Tree Sparrow (Spizelloides arborea),"['Passerella iliaca_Fox Sparrow', 'Zonotrichia leucophrys_White-crowned Sparrow', ""Cardellina pusilla_Wilson's Warbler""]",no,Spizelloides arborea," Hogan Creek - Station 3, Denali National Park, AK",63.7233,44100 (Hz),song,888 m,"An area of dwarf birch, ericaceous shrubs, and lichen above Hogan Creek - a small, fast moving stream bordered by ~2 m willow shrubs and spruce.  This site was approximately 450 m from the creek at the very closest.",128000 (bps),mp3,Not specified,Red Fox Sparrow (Passerella iliaca); White-crowned Sparrow (Zonotrichia leucophrys); Wilson's Warbler (Cardellina pusilla),177480,https://www.xeno-canto.org/177480,United States,Davyd Betchkal,Spizelloides arborea_American Tree Sparrow,-149.4086,Not specified,07:41,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC177480.wav,1 (mono)
4,no,amtspa,2 (stereo),10/25/2014,Not specified,6,XC200103.mp3,Not specified,American Tree Sparrow,Not specified,XC200103 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Réserve nationale de faune du cap Tourmente, La Côte-de-Beaupré, Québec",47.069,44100 (Hz),call,0 m,"Habitat: edge of deciduous forest, field.",128000 (bps),mp3,Not specified,,200103,https://www.xeno-canto.org/200103,Canada,Martin St-Michel,Spizelloides arborea_American Tree Sparrow,-70.7935,Not specified,09:11,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC200103.wav,1 (mono)
3,no,amtspa,2 (stereo),10/30/2014,Not specified,10,XC200508.mp3,Not specified,American Tree Sparrow,Not specified,XC200508 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),call,220 m,"Two American Tree Sparrows calling in shrubs between river and roadside. Recorded from 10 ft.
http://ebird.org/ebird/view/checklist?subID=S20378357",128000 (bps),mp3,Not specified,,200508,https://www.xeno-canto.org/200508,Canada,Iain,Spizelloides arborea_American Tree Sparrow,-78.3264,Not specified,08:00,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC200508.wav,1 (mono)
1.5,no,amtspa,2 (stereo),10/25/2014,Not specified,9,XC200509.mp3,Not specified,American Tree Sparrow,Not specified,XC200509 American Tree Sparrow (Spizelloides arborea),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Spizelloides arborea," Peterborough, Peterborough County, Ontario",44.3211,44100 (Hz),Flock calls,220 m,"Just shown up from the north. Recorded in thicket beside trail.
http://ebird.org/ebird/view/checklist?subID=S20331441",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus),200509,https://www.xeno-canto.org/200509,Canada,Iain,Spizelloides arborea_American Tree Sparrow,-78.3264,Not specified,08:30,Iain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC200509.wav,1 (mono)
5,no,amtspa,1 (mono),06-05-2014,Not specified,25,XC203711.mp3,Not specified,American Tree Sparrow,Not specified,XC203711 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Surfbird Mountain, Dempster Highway KM 98, Yukon",64.6972,48000 (Hz),"call, song",1200 m,two different call types and one song strophe from an individual perched at the top of a willow in a dense willow carr surrounded by alpine tundra.,320000 (bps),mp3,Not specified,,203711,https://www.xeno-canto.org/203711,Canada,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-138.4384,Not specified,23:00,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC203711.wav,1 (mono)
5,no,amtspa,1 (mono),06-06-2014,Not specified,11,XC203713.mp3,Not specified,American Tree Sparrow,Not specified,XC203713 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Surfbird Mountain, Dempster Highway KM 98, Yukon",64.6972,48000 (Hz),"call, song",1200 m,natural vocalization; two song strophes and one call from a bird perched on top of a willow in a dense willow carr surrounded by alpine tundra.,320000 (bps),mp3,Not specified,,203713,https://www.xeno-canto.org/203713,Canada,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-138.4384,Not specified,05:30,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC203713.wav,1 (mono)
5,no,amtspa,1 (mono),06-06-2014,Not specified,75,XC203714.mp3,Not specified,American Tree Sparrow,Not specified,XC203714 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Surfbird Mountain, Dempster Highway KM 98, Yukon",64.6972,48000 (Hz),call,1200 m,"alarm calls from a pair of birds near their nest, in a very large willow carr surrounded by alpine tundra.",320000 (bps),mp3,Not specified,,203714,https://www.xeno-canto.org/203714,Canada,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-138.4384,Not specified,10:00,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC203714.wav,1 (mono)
5,no,amtspa,1 (mono),06-07-2014,Not specified,16,XC203716.mp3,Not specified,American Tree Sparrow,Not specified,XC203716 American Tree Sparrow (Spizelloides arborea),[],yes,Spizelloides arborea," Dempster Highway KM 632, Northwest Territories",67.6677,48000 (Hz),song,80 m,"natural vocalization; songs from a bird perched on top of a tall black spruce in wet, somewhat open black spruce muskeg.",320000 (bps),mp3,Not specified,,203716,https://www.xeno-canto.org/203716,Canada,Andrew Spencer,Spizelloides arborea_American Tree Sparrow,-133.8794,Not specified,12:15,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC203716.wav,1 (mono)
